"","title","artists","album_name","year","season","popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8"
"28","Shake It Off","Taylor Swift","1989 (Deluxe)","2014","Winter",87,0.0647,0.647,0.8,0,0.334,-5.384,0.165,160.078,"7","1",219200,0.942,"4","0cqRj7pUJDkTCEsJkx8snD","pop",NA,NA,NA,NA,NA,NA,NA
"29","Stayin' Alive","Various Artists","Staying Alive (Original Motion Picture Soundtrack)","1977","Winter",81,0.113,0.707,0.535,0.00615,0.0884,-19.793,0.0436,103.644,"10","0",92866,0.641,"4","4UDmDIqJIbrW0hMBQMFOsM",NA,NA,NA,NA,NA,NA,NA,NA
"30","Shape of You","Ed Sheeran","÷ (Deluxe)","2017","Spring",89,0.581,0.825,0.652,0,0.0931,-3.183,0.0802,95.977,"1","0",233712,0.931,"4","7qiZfU4dY1lWllzX7mPBI3","pop","singer-songwriter pop","uk pop",NA,NA,NA,NA,NA
"31","Mercy","Shawn Mendes","Illuminate (Deluxe)","2017","Spring",83,0.125,0.555,0.662,0,0.111,-4.952,0.0827,148.128,"11","0",208733,0.356,"4","0AS63m1wHv9n4VVRizK6Hc","canadian pop","pop","viral pop",NA,NA,NA,NA,NA
"32","Kissing Strangers","DNCE","Kissing Strangers","2017","Spring",63,0.0547,0.772,0.744,0,0.0852,-5.803,0.0398,120.067,"7","1",202480,0.86,"4","1NkwZ9TnIs8js6G0M6M7RU","dance pop","pop",NA,NA,NA,NA,NA,NA
"33","Tribale","Elodie","Tribale","2022","Summer",55,0.0281,0.719,0.797,0,0.134,-6.795,0.134,128.044,"11","0",162656,0.58,"4","6dMvLEipqRW6vh8Bt5PbOg","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"34","If I Can Dream (From The Original Motion Picture Soundtrack ELVIS)","Måneskin","If I Can Dream (From The Original Motion Picture Soundtrack ELVIS)","2022","Summer",58,0.0208,0.465,0.463,0,0.108,-8.385,0.03,188.05,"1","1",196000,0.232,"3","4yibMEwSzelLmFtyXwWwZs","indie rock italiano","italian pop",NA,NA,NA,NA,NA,NA
"35","Brividi","Mahmood","Brividi","2022","Winter",65,0.448,0.523,0.614,0,0.254,-4.435,0.0347,122.962,"7","1",199146,0.342,"4","1ZMGp9MTXbtAPvcKa0U3zS","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"36","Session 32","Summer Walker","Session 32","2018","Spring",77,0.894,0.574,0.123,0.00111,0.118,-13.959,0.196,115.431,"1","1",98026,0.117,"3","2ktg2oZDyFAX3iY1QNkXl5","r&b","rap",NA,NA,NA,NA,NA,NA
"37","The Lazy Song","Bruno Mars","Doo-Wops & Hooligans","2010","Autumn",81,0.3,0.794,0.711,0,0.0955,-5.124,0.0699,174.915,"8","0",189109,0.955,"4","386RUes7n1uM1yfzgeUuwp","dance pop","pop",NA,NA,NA,NA,NA,NA
