"","title","artists","album_name","year","season","popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8"
"62","L'essenziale","Marco Mengoni","#PRONTOACORREREILVIAGGIO","2013","Autumn",36,0.196,0.556,0.632,0,0.114,-4.438,0.0359,126.03,"6","1",218893,0.152,"4","50XDk9V9be18vpXrlO5lAN","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"63","Part Of Me","Katy Perry","Teenage Dream: The Complete Confection","2012","Spring",77,0.000417,0.678,0.918,0,0.0744,-4.63,0.0355,130.028,"5","1",216160,0.769,"4","1nZzRJbFvCEct3uzu04ZoL","pop",NA,NA,NA,NA,NA,NA,NA
"64","MAKUMBA","Noemi","Metamorfosi","2021","Spring",53,0.312,0.738,0.756,0,0.0746,-5.477,0.207,140.103,"9","1",217621,0.681,"4","2opRyiaqpnQCH0jfCY9Wjd","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"65","Shallow","Lady Gaga","A Star Is Born Soundtrack","2018","Autumn",86,0.371,0.572,0.385,0,0.231,-6.362,0.0308,95.799,"7","1",215733,0.323,"4","2VxeLyX666F8uXCJ0dZF8B","art pop","dance pop","pop",NA,NA,NA,NA,NA
"66","Maracanã","Emis Killa","Mercurio - 5 Stars Edition","2014","Summer",54,0.0859,0.643,0.897,0,0.132,-5.299,0.149,135.082,"6","0",215369,0.435,"4","2ZvUVfOeB4BzlUmGDBCjH6","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA
"67","Baby","Justin Bieber","My World 2.0","2010","Winter",84,0.0401,0.728,0.859,0,0.111,-5.237,0.137,65.043,"5","0",214240,0.535,"4","6epn3r7S14KUqlReYr77hA","canadian pop","pop",NA,NA,NA,NA,NA,NA
"68","Malibu (feat. Gemitaiz)","Carl Brave","Notti Brave","2018","Spring",55,0.193,0.766,0.839,0,0.102,-5.994,0.194,108.967,"7","1",216106,0.47,"4","5S2Bshrq6Bh4zHZoXkUtvf","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"69","I love you baby","Jovanotti","Mediterraneo","2022","Spring",61,0.123,0.661,0.775,0,0.237,-5.656,0.0378,139.975,"6","0",212985,0.81,"4","1v9ABGLSpdhPDEWyQ10NFD","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"70","El Party","Jake La Furia","El Party","2017","Summer",60,0.00387,0.672,0.804,0,0.0577,-5.746,0.0344,123.986,"6","0",211417,0.57,"4","19LRRuiMQ8a9jhqSf8jVip","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA
"71","Per dimenticare","Zero Assoluto","Sotto una pioggia di parole","2009","Spring",66,0.113,0.633,0.875,0.000435,0.104,-6.894,0.0525,165.044,"11","1",211360,0.905,"4","6lrlFMu06aGPDH0phlCnct","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
